ENTREZ_ID.1	ENTREZ_ID.2	gene.pairs
38809	33979	33979-38809
39850	32616	32616-39850
34956	32616	32616-34956
42496	34700	34700-42496
33979	36068	33979-36068
37464	40363	37464-40363
39228	41704	39228-41704
47080	43162	43162-47080
34803	40724	34803-40724
42037	35340	35340-42037
34956	35340	34956-35340
39850	35340	35340-39850
34950	31657	31657-34950
41575	38257	38257-41575
47877	41770	41770-47877
39850	50007	39850-50007
42037	42327	42037-42327
36110	42327	36110-42327
34700	31110	31110-34700
34803	43256	34803-43256
38809	34096	34096-38809
39850	34012	34012-39850
34956	34012	34012-34956
43162	36521	36521-43162
41575	36521	36521-41575
33916	32166	32166-33916
39850	43009	39850-43009
34956	43009	34956-43009
32616	39430	32616-39430
39850	39430	39430-39850
34956	39430	34956-39430
37415	39430	37415-39430
37464	326157	326157-37464
43095	34595	34595-43095
34803	33240	33240-34803
43256	33240	33240-43256
35933	42062	35933-42062
40542	35490	35490-40542
46194	3346160	3346160-46194
46194	319033	319033-46194
33916	40850	33916-40850
33240	32780	32780-33240
41459	41398	41398-41459
326157	35679	326157-35679
47762	35679	35679-47762
34803	35679	34803-35679
43256	35679	35679-43256
31406	36544	31406-36544
43009	36544	36544-43009
31406	33402	31406-33402
36544	34187	34187-36544
34803	34187	34187-34803
32780	34187	32780-34187
43256	34187	34187-43256
36544	3772012	36544-3772012
34355	37774	34355-37774
34355	35215	34355-35215
34956	32132	32132-34956
39430	36740	36740-39430
3346160	59167	3346160-59167
50007	39405	39405-50007
31373	41848	31373-41848
40045	39048	39048-40045
33916	33198	33198-33916
36521	33198	33198-36521
34956	34794	34794-34956
34956	35003	34956-35003
39850	35003	35003-39850
39850	39958	39850-39958
34956	39958	34956-39958
32090	43126	32090-43126
33509	39864	33509-39864
33916	39864	33916-39864
43126	31359	31359-43126
34595	40587	34595-40587
39430	39351	39351-39430
43768	37403	37403-43768
34803	37403	34803-37403
43384	2768962	2768962-43384
38809	39777	38809-39777
36409	37372	36409-37372
36544	53560	36544-53560
37372	53560	37372-53560
38809	53560	38809-53560
36409	53560	36409-53560
39850	33705	33705-39850
34956	33705	33705-34956
42062	34831	34831-42062
42327	34831	34831-42327
36544	31147	31147-36544
37372	42449	37372-42449
36544	42449	36544-42449
36409	39217	36409-39217
36544	39217	36544-39217
41839	31318	31318-41839
47218	36571	36571-47218
50296	39740	39740-50296
33979	39740	33979-39740
36068	39740	36068-39740
37687	43839	37687-43839
39850	43747	39850-43747
34956	43747	34956-43747
45021	35955	35955-45021
39628	35955	35955-39628
41704	34022	34022-41704
42933	34022	34022-42933
34956	43656	34956-43656
39850	43656	39850-43656
46194	35594	35594-46194
37464	8674098	37464-8674098
31657	8674098	31657-8674098
33607	8674098	33607-8674098
45328	8674098	45328-8674098
34950	43164	34950-43164
31657	43164	31657-43164
317996	37618	317996-37618
34595	37973	34595-37973
35679	33943	33943-35679
53472	3346201	3346201-53472
34700	36039	34700-36039
3355084	31679	31679-3355084
34956	14462484	14462484-34956
39850	14462484	14462484-39850
39850	31229	31229-39850
34956	31229	31229-34956
31746	44505	31746-44505
34956	46415	34956-46415
39850	46415	39850-46415
35933	41633	35933-41633
42150	33123	33123-42150
45328	2768865	2768865-45328
43126	2768865	2768865-43126
37464	2768865	2768865-37464
33335	2768865	2768865-33335
41578	2768865	2768865-41578
40363	2768865	2768865-40363
31679	2768865	2768865-31679
33705	2768865	2768865-33705
31657	2768865	2768865-31657
33509	2768865	2768865-33509
33607	2768865	2768865-33607
8674098	2768865	2768865-8674098
43415	49895	43415-49895
2768865	37325	2768865-37325
2768962	45821	2768962-45821
36544	43991	36544-43991
3772012	43991	3772012-43991
36606	34166	34166-36606
41770	36956	36956-41770
318572	43417	318572-43417
43009	43331	43009-43331
34012	43331	34012-43331
31229	43331	31229-43331
43656	43331	43331-43656
14462484	43331	14462484-43331
35340	43331	35340-43331
43747	43331	43331-43747
35003	43331	35003-43331
46415	43331	43331-46415
33705	43331	33705-43331
39430	43331	39430-43331
34794	43331	34794-43331
32616	43331	32616-43331
43126	40578	40578-43126
42496	42821	42496-42821
2768865	41942	2768865-41942
38809	41087	38809-41087
40542	40444	40444-40542
36311	40444	36311-40444
35490	40444	35490-40444
37492	38887	37492-38887
50296	42274	42274-50296
39850	37230	37230-39850
34956	37230	34956-37230
43331	37230	37230-43331
43164	41992	41992-43164
34528	43158	34528-43158
36571	43158	36571-43158
47218	43158	43158-47218
34685	36953	34685-36953
42160	36953	36953-42160
34956	42940	34956-42940
39850	42940	39850-42940
34187	40300	34187-40300
33240	40300	33240-40300
32780	40300	32780-40300
32083	34986	32083-34986
41770	252554	252554-41770
2768865	44409	2768865-44409
50007	34404	34404-50007
50007	33083	33083-50007
34404	33083	33083-34404
42933	7354403	42933-7354403
41704	7354403	41704-7354403
